sample_id,building_id,record_index,event,orthomosaic,label,class_id,legacy_split,polygon_min_x,polygon_min_y,polygon_max_x,polygon_max_y,in_train_10pct,in_train_20pct,in_train_30pct,ian_to_ida_role,ida_to_ian_role,orthomosaic_group,flight_group,sequence_group,exact_duplicate_group,perceptual_duplicate_group,exact_hash_sha256,phash64,polygon_alpha_invalid_fraction
0876c3157a6e817889df0a93d456b643,b1c72fdee1d6478e8e38c0a8c2730e31,54,Hurricane Ian,1001-San-Carlos-Island.geo.tif,major damage,2,val,13709,19696,14054,20009,False,False,False,excluded,evaluation,orthomosaic::1001-San-Carlos-Island.geo.tif,orthomosaic_surrogate::1001-San-Carlos-Island.geo.tif,orthomosaic_surrogate::1001-San-Carlos-Island.geo.tif,exact_group_0011,phash_group_0011,058a79636c0510a9a167e1bf7ae5d76a29f3efd143e682c2019ca8d2a1672797,8b81697a3dac5467,0.0
0a1c26cc54116be6432908a8b66abcd2,b24ae212970c470390d655208babc923,84,Hurricane Ida,20210901-Cocodrie-1.geo.tif,no damage,0,train,20491,3808,21024,4333,False,True,True,excluded,train_pool,orthomosaic::20210901-Cocodrie-1.geo.tif,orthomosaic_surrogate::20210901-Cocodrie-1.geo.tif,orthomosaic_surrogate::20210901-Cocodrie-1.geo.tif,exact_group_0012,phash_group_0012,22744f998510b77bb7f93ac4f160bfe69a309e003ab7b61b66963cebc430753c,c2272dfb3481789b,0.0
0a34d1843ee9fbe1d1418ccaeabd1325,374e652e0e62459fa4cf3720e6e3a872,308,Hurricane Ian,1001-San-Carlos-Island.geo.tif,destroyed,3,train,26705,14018,27087,14319,False,False,True,train_pool,excluded,orthomosaic::1001-San-Carlos-Island.geo.tif,orthomosaic_surrogate::1001-San-Carlos-Island.geo.tif,orthomosaic_surrogate::1001-San-Carlos-Island.geo.tif,exact_group_0013,phash_group_0013,4348f78907e7b6275bb27057f7b80f1918833f4bad75d79ede2f1308c32dc729,cbb76de8394c3209,0.0
0cb3aa954be89fb0d997ae9754843d19,af862b4d28db486da13e2585122a8dba,447,Hurricane Ian,1001-San-Carlos-Island.geo.tif,no damage,0,train,7350,8219,7831,8689,True,True,True,train_pool,excluded,orthomosaic::1001-San-Carlos-Island.geo.tif,orthomosaic_surrogate::1001-San-Carlos-Island.geo.tif,orthomosaic_surrogate::1001-San-Carlos-Island.geo.tif,exact_group_0014,phash_group_0014,4cd3cc4cbe56f0845886db7858668b4a191d7d26236c98c3b3d2bfe5fc8b8489,81af6f7e6caa7010,0.0
0d90117a870f840632f4212bfc4e6708,4e1df6dd761548ce9642a9ca8804344a,562,Hurricane Ian,1001-San-Carlos-Island.geo.tif,minor damage,1,train,25890,18431,26318,18745,True,True,True,train_pool,excluded,orthomosaic::1001-San-Carlos-Island.geo.tif,orthomosaic_surrogate::1001-San-Carlos-Island.geo.tif,orthomosaic_surrogate::1001-San-Carlos-Island.geo.tif,exact_group_0015,phash_group_0015,9d37231d9ab9d551a78ff96afe11833caa743554792edf7bbf54db79c9c9a07f,85b76a401c1f72b7,0.0
0e508eaeb52f8a187fa7e56cdf100fce,6ce9bed51b154900af86663f8169c49f,106,Hurricane Ida,20210901-Cocodrie-1.geo.tif,minor damage,1,val,13150,25632,13629,26261,False,False,False,evaluation,excluded,orthomosaic::20210901-Cocodrie-1.geo.tif,orthomosaic_surrogate::20210901-Cocodrie-1.geo.tif,orthomosaic_surrogate::20210901-Cocodrie-1.geo.tif,exact_group_0016,phash_group_0016,9609d32df9e72fe78fd9b97016670286cd677ee56eaad33df6f78c9c1ec77223,d1322d6c2ddb334c,0.0
0e966c9220dfefabd46e49e60bec1e41,27d2bed348ae438cbcb7e0f57b9c118e,303,Hurricane Ian,1001-San-Carlos-Island.geo.tif,no damage,0,val,25931,14545,26367,14887,False,False,False,excluded,evaluation,orthomosaic::1001-San-Carlos-Island.geo.tif,orthomosaic_surrogate::1001-San-Carlos-Island.geo.tif,orthomosaic_surrogate::1001-San-Carlos-Island.geo.tif,exact_group_0017,phash_group_0017,3bae612c538a425a0d19a92525dabc13ea224d13498943d165e454a2c6f5860c,d8be6cc105093f73,0.0
0eb2e2b285a89d69ce575ca3adf09ba0,15dd3091cca84cd096df91e2949be1ab,539,Hurricane Ian,1001-San-Carlos-Island.geo.tif,minor damage,1,train,8568,8818,9011,9377,True,True,True,train_pool,excluded,orthomosaic::1001-San-Carlos-Island.geo.tif,orthomosaic_surrogate::1001-San-Carlos-Island.geo.tif,orthomosaic_surrogate::1001-San-Carlos-Island.geo.tif,exact_group_0018,phash_group_0018,90c5698ac1e0aa2a8ec0bb4e584602f1543426d8e62be190850efab209e72680,d0b06c497ccf3cc6,0.0
0edfa0b25ae46bca5ed0583b619c9761,7d73135b322445218e0080eaa101c592,97,Hurricane Ida,20210901-Cocodrie-1.geo.tif,major damage,2,train,21652,4046,22223,4539,False,False,True,excluded,train_pool,orthomosaic::20210901-Cocodrie-1.geo.tif,orthomosaic_surrogate::20210901-Cocodrie-1.geo.tif,orthomosaic_surrogate::20210901-Cocodrie-1.geo.tif,exact_group_0019,phash_group_0019,90467a71f974918817d4f64023a4a33c26ba0a1e594bb95e6529cb2939e008d6,d2e93f84633a0f32,0.0
0efc2b9de67c08f382148a620b370ea2,bdfc6b21ce2849f78ece5f6a1aa71f68,333,Hurricane Ian,1001-San-Carlos-Island.geo.tif,minor damage,1,train,25925,16944,26403,17307,True,True,True,train_pool,excluded,orthomosaic::1001-San-Carlos-Island.geo.tif,orthomosaic_surrogate::1001-San-Carlos-Island.geo.tif,orthomosaic_surrogate::1001-San-Carlos-Island.geo.tif,exact_group_0020,phash_group_0020,e7389d3123cfcaddd8b316ea05b2dbbfafc3509875394d87ff4d46a41b80192d,a41f7be053610f1b,0.0
0f25cadbf569104a63423ad6591d13a9,91152d9937e1461da9088a1c14cf493f,5,Hurricane Ida,20210901-Cocodrie-1.geo.tif,no damage,0,train,13836,25850,14225,26484,True,True,True,excluded,train_pool,orthomosaic::20210901-Cocodrie-1.geo.tif,orthomosaic_surrogate::20210901-Cocodrie-1.geo.tif,orthomosaic_surrogate::20210901-Cocodrie-1.geo.tif,exact_group_0021,phash_group_0021,e8a04c2caef8ac9b13dde739f113f6598d456badf87c115ef17152f0d04dc91d,c39870699b6a719b,0.0
10738709e23e46cf9e97e23aa4223c4b,102f4c67ba7b4c5d9b8ed43184f499cd,373,Hurricane Ian,1001-San-Carlos-Island.geo.tif,minor damage,1,val,28640,20140,28952,20367,False,False,False,excluded,evaluation,orthomosaic::1001-San-Carlos-Island.geo.tif,orthomosaic_surrogate::1001-San-Carlos-Island.geo.tif,orthomosaic_surrogate::1001-San-Carlos-Island.geo.tif,exact_group_0022,phash_group_0022,259557d734a792890fbf8745033cc0bae4838009208ef8d8eb897f2f6c9dd5a2,d26629d327090f3f,0.14588258471237195
1085589e979c18b6f532d0759869dbe1,e13826b7704f41488c01f62b965b051f,375,Hurricane Ian,1001-San-Carlos-Island.geo.tif,minor damage,1,val,28026,21425,28477,21742,False,False,False,excluded,evaluation,orthomosaic::1001-San-Carlos-Island.geo.tif,orthomosaic_surrogate::1001-San-Carlos-Island.geo.tif,orthomosaic_surrogate::1001-San-Carlos-Island.geo.tif,exact_group_0023,phash_group_0023,0d8d7fbeba2306542ac59feff60f01fbaf517d00f4d6281670c83e5400f9c7c0,a53762c01f197b78,0.0
117a75bef34375be7e42e77fdefe57fb,a748bdb0ccf04a3b950b3c3aed0b5969,236,Hurricane Ian,1001-San-Carlos-Island.geo.tif,no damage,0,train,24796,16410,25196,16722,False,True,True,train_pool,excluded,orthomosaic::1001-San-Carlos-Island.geo.tif,orthomosaic_surrogate::1001-San-Carlos-Island.geo.tif,orthomosaic_surrogate::1001-San-Carlos-Island.geo.tif,exact_group_0024,phash_group_0024,3a636cc2849974255af043b124ea521c698bc64e3eb2a5ebfa7a84c49f7e140e,851e7ae20be51f31,0.0
11bb2c880eb44381f50c1ce06404fd8b,4e9a57c0e4794cebae39c5d669ef13bc,490,Hurricane Ian,1001-San-Carlos-Island.geo.tif,no damage,0,train,7995,15036,8532,15425,True,True,True,train_pool,excluded,orthomosaic::1001-San-Carlos-Island.geo.tif,orthomosaic_surrogate::1001-San-Carlos-Island.geo.tif,orthomosaic_surrogate::1001-San-Carlos-Island.geo.tif,exact_group_0025,phash_group_0025,10154e353b9f01559d96878cb62be46e9180f8f17b6c25a814bb91a186c3e8de,a02d7ad707581f74,0.0
1239345968b01fa816c5318785e5fcfb,95e38034634746e29972e254f84bdea8,465,Hurricane Ian,1001-San-Carlos-Island.geo.tif,destroyed,3,val,8990,20337,9166,20651,False,False,False,excluded,evaluation,orthomosaic::1001-San-Carlos-Island.geo.tif,orthomosaic_surrogate::1001-San-Carlos-Island.geo.tif,orthomosaic_surrogate::1001-San-Carlos-Island.geo.tif,exact_group_0026,phash_group_0026,9d2cb59f7915525c59af9e370e44b22bc04d242bbd7f0794031afbfb250f3a5a,c31934a63c6669ee,0.0
1277cbadbd4ae34cae2c1ff2cffaaccf,e32db07226a448788afa42740caac0e4,24,Hurricane Ida,20210901-Cocodrie-1.geo.tif,minor damage,1,train,17381,13661,18194,14142,False,True,True,excluded,train_pool,orthomosaic::20210901-Cocodrie-1.geo.tif,orthomosaic_surrogate::20210901-Cocodrie-1.geo.tif,orthomosaic_surrogate::20210901-Cocodrie-1.geo.tif,exact_group_0027,phash_group_0027,403dca162b04b23d1305c83c1d99e68d9047b88ad75c21d0c11080071e8eac14,cb67359840e1b557,0.0
12b1915c81df29bd4c77735b5ad477a8,512b24ef6c2245ed883e418b2cda7488,129,Hurricane Ian,1001-San-Carlos-Island.geo.tif,minor damage,1,val,16347,6359,17050,7499,False,False,False,excluded,evaluation,orthomosaic::1001-San-Carlos-Island.geo.tif,orthomosaic_surrogate::1001-San-Carlos-Island.geo.tif,orthomosaic_surrogate::1001-San-Carlos-Island.geo.tif,exact_group_0028,phash_group_0028,9a8aa337802cee7d81cc82568497165f50d674d612dc4062d05f712333abf11a,936c69b36761629c,0.0
12c01a032d6476874fc060e931bd3338,c1c4f458df4847019c397adc4c67fb0f,180,Hurricane Ian,1001-San-Carlos-Island.geo.tif,no damage,0,train,23087,20132,23325,20617,True,True,True,train_pool,excluded,orthomosaic::1001-San-Carlos-Island.geo.tif,orthomosaic_surrogate::1001-San-Carlos-Island.geo.tif,orthomosaic_surrogate::1001-San-Carlos-Island.geo.tif,exact_group_0029,phash_group_0029,9a163ed8b2b8f26f2398b255b2d2889b34d6fa9913b910fed502d8da54a2e340,cb3239326d363933,0.0
1341e5cbce7161e78ff4672261caecfa,ff4c294c394945e582d860cf2fa991d9,30,Hurricane Ian,1001-San-Carlos-Island.geo.tif,destroyed,3,val,13618,22074,13798,22434,False,False,False,excluded,evaluation,orthomosaic::1001-San-Carlos-Island.geo.tif,orthomosaic_surrogate::1001-San-Carlos-Island.geo.tif,orthomosaic_surrogate::1001-San-Carlos-Island.geo.tif,exact_group_0030,phash_group_0030,b75f358416a6687ec09b58093bddaedc30ba75feae8a7042a74bd11a8be618fd,cf9c191b3266336c,0.0
13e0fd1c3c896595edd5fe83827ac23d,d6e5ffa4075f47e5a947465bfce37e6d,336,Hurricane Ian,1001-San-Carlos-Island.geo.tif,no damage,0,train,27367,20291,27736,20557,False,True,True,train_pool,excluded,orthomosaic::1001-San-Carlos-Island.geo.tif,orthomosaic_surrogate::1001-San-Carlos-Island.geo.tif,orthomosaic_surrogate::1001-San-Carlos-Island.geo.tif,exact_group_0031,phash_group_0031,5802a6ec42d9c2a1fee5c442bf12bc32897e5a6e6e9dc5985b3b8f7be93529dd,e49f62c00b397f31,0.0
15d9d98d28a428f988cda596bd249d1c,12e1b445c8e94407b290257161eff19d,15,Hurricane Ian,1001-San-Carlos-Island.geo.tif,major damage,2,val,13129,11371,13529,11877,False,False,False,excluded,evaluation,orthomosaic::1001-San-Carlos-Island.geo.tif,orthomosaic_surrogate::1001-San-Carlos-Island.geo.tif,orthomosaic_surrogate::1001-San-Carlos-Island.geo.tif,exact_group_0032,phash_group_0032,ca5fd0ddcaa07323744ae908bcf72ad187083fb1538361f13cf4674953716e60,853b3ed2649d9139,0.0
1652e88d46c7bf2c09decad5515b683e,015d09eafdc74bc7adac850939d72a46,445,Hurricane Ian,1001-San-Carlos-Island.geo.tif,minor damage,1,val,7740,8493,8207,8957,False,False,False,excluded,evaluation,orthomosaic::1001-San-Carlos-Island.geo.tif,orthomosaic_surrogate::1001-San-Carlos-Island.geo.tif,orthomosaic_surrogate::1001-San-Carlos-Island.geo.tif,exact_group_0033,phash_group_0033,893b9bc4ae6bc219d7531e85427e12488a956141194a60391e8b412dfe9ebfa6,96246a97292b67da,0.0
168cb88138d3db1d5b8e4411e6d92679,84c239ea4c924147a6eaa525462e3326,181,Hurricane Ian,1001-San-Carlos-Island.geo.tif,no damage,0,train,22492,20047,22836,20485,False,True,True,train_pool,excluded,orthomosaic::1001-San-Carlos-Island.geo.tif,orthomosaic_surrogate::1001-San-Carlos-Island.geo.tif,orthomosaic_surrogate::1001-San-Carlos-Island.geo.tif,exact_group_0034,phash_group_0034,33b4f9b1d827d98b6f9a79f8ebfe62144e7498be5844adba9e93e9d196bf1f3b,d07061633ff27817,0.0
16d63a484d703a146153fa447581e376,50b8c82b7fae4327b140b5e292d68ed8,144,Hurricane Ian,1001-San-Carlos-Island.geo.tif,major damage,2,val,21517,12147,22001,12324,False,False,False,excluded,evaluation,orthomosaic::1001-San-Carlos-Island.geo.tif,orthomosaic_surrogate::1001-San-Carlos-Island.geo.tif,orthomosaic_surrogate::1001-San-Carlos-Island.geo.tif,exact_group_0035,phash_group_0035,d9663385a94087bc762b36a7a0b6344c4b23658ca1a9eef21b19a1550be4b3be,d50f2ad0f52f4cc4,0.0
1717c16f542bad3a3ff209563e5a3aff,fb962f20e0a04c9493084407a6f70fd2,63,Hurricane Ian,1001-San-Carlos-Island.geo.tif,minor damage,1,val,12333,10775,12707,11129,False,False,False,excluded,evaluation,orthomosaic::1001-San-Carlos-Island.geo.tif,orthomosaic_surrogate::1001-San-Carlos-Island.geo.tif,orthomosaic_surrogate::1001-San-Carlos-Island.geo.tif,exact_group_0036,phash_group_0036,8269fba4e1c6e3c21c5fc07025924655c88c4aaace7c9a3fcec3be16ab16317b,94296a1d2dbc1d97,0.0
1730e8aa2c03100b2744ad9a647763ee,ec2a3170cd894efcb555785c6502ec0c,337,Hurricane Ian,1001-San-Carlos-Island.geo.tif,no damage,0,val,26090,20503,26386,20775,False,False,False,excluded,evaluation,orthomosaic::1001-San-Carlos-Island.geo.tif,orthomosaic_surrogate::1001-San-Carlos-Island.geo.tif,orthomosaic_surrogate::1001-San-Carlos-Island.geo.tif,exact_group_0037,phash_group_0037,be34a6dd4fd5dc4f52516a590a1af8a238facf6b1aca6aa952222a3aa11b9bbd,da782df474c22587,0.0
192a1978535d06f16e4580d0357432e3,1b3ad1b97d7943a89b43d89a4a77ef5b,322,Hurricane Ian,1001-San-Carlos-Island.geo.tif,minor damage,1,val,26703,18178,27139,18514,False,False,False,excluded,evaluation,orthomosaic::1001-San-Carlos-Island.geo.tif,orthomosaic_surrogate::1001-San-Carlos-Island.geo.tif,orthomosaic_surrogate::1001-San-Carlos-Island.geo.tif,exact_group_0038,phash_group_0038,a9c638fa699af343e9b64f2914ab203442203e07ce0b7294889a78a7e47c754e,c53a71e60b0d1f39,0.0
1b45affa233bc3e71b8d2810f76b6a9d,2c730e749d6e4f50bb0cad721e2b77ff,469,Hurricane Ian,1001-San-Carlos-Island.geo.tif,destroyed,3,val,8409,19863,8606,20189,False,False,False,excluded,evaluation,orthomosaic::1001-San-Carlos-Island.geo.tif,orthomosaic_surrogate::1001-San-Carlos-Island.geo.tif,orthomosaic_surrogate::1001-San-Carlos-Island.geo.tif,exact_group_0039,phash_group_0039,28c7e3e0743099df1a8aeed7cc318d8b06bf3f1d7f57363b454bf891284d9145,966b698f326c32c6,0.0
1c26fba3924f62b811d448fdc39f6d22,6bf1effcd8c14a6bb097e7d792d91015,247,Hurricane Ian,1001-San-Carlos-Island.geo.tif,minor damage,1,train,23719,18069,24399,18481,False,False,True,train_pool,excluded,orthomosaic::1001-San-Carlos-Island.geo.tif,orthomosaic_surrogate::1001-San-Carlos-Island.geo.tif,orthomosaic_surrogate::1001-San-Carlos-Island.geo.tif,exact_group_0040,phash_group_0040,1262f45250fa907f508b6b5a71fa0ee6561062baa479fbc585c394c85fd72041,943c6dc21b1bbd62,0.0
1c42a03454cba40d47c4f36181c9e52d,95c371f75fa94a01b52cf3047c91e0a4,240,Hurricane Ian,1001-San-Carlos-Island.geo.tif,no damage,0,val,24728,17400,25194,17761,False,False,False,excluded,evaluation,orthomosaic::1001-San-Carlos-Island.geo.tif,orthomosaic_surrogate::1001-San-Carlos-Island.geo.tif,orthomosaic_surrogate::1001-San-Carlos-Island.geo.tif,exact_group_0041,phash_group_0041,6d46703a12a10a68c8f141240e2eee3ea027b91ee19e5008b82879a321eb9072,d11f62ea0e051dfa,0.0
1c9dcc74b5ea5cb4b782a1b35611910d,62d686de74164c46b92a9dbcf09d241f,327,Hurricane Ian,1001-San-Carlos-Island.geo.tif,major damage,2,train,26660,16673,27119,17017,False,False,True,train_pool,excluded,orthomosaic::1001-San-Carlos-Island.geo.tif,orthomosaic_surrogate::1001-San-Carlos-Island.geo.tif,orthomosaic_surrogate::1001-San-Carlos-Island.geo.tif,exact_group_0042,phash_group_0042,2e699d67256511e8381788f9495eef5701a13507a23cc2d107dffd2619b7e858,c2857d6a4d1f1a33,0.0
1e22cb6f4c49e6336b52abef5c8ccdd5,dafc78d7ce5b4627a014364f7deda90a,246,Hurricane Ian,1001-San-Carlos-Island.geo.tif,no damage,0,val,23755,17810,24287,18134,False,False,False,excluded,evaluation,orthomosaic::1001-San-Carlos-Island.geo.tif,orthomosaic_surrogate::1001-San-Carlos-Island.geo.tif,orthomosaic_surrogate::1001-San-Carlos-Island.geo.tif,exact_group_0043,phash_group_0043,6009da9c880c8488f026947a9464b798ac9a8685ed6f8d5c4fb2550a7f9547f8,85336eca152cda37,0.0
1eb81620df33abc2e295f658f5239556,7fb74fb8c2554cd4b94cb74de1fd728d,290,Hurricane Ian,1001-San-Carlos-Island.geo.tif,minor damage,1,val,27358,22567,27723,22820,False,False,False,excluded,evaluation,orthomosaic::1001-San-Carlos-Island.geo.tif,orthomosaic_surrogate::1001-San-Carlos-Island.geo.tif,orthomosaic_surrogate::1001-San-Carlos-Island.geo.tif,exact_group_0044,phash_group_0044,07f22535fa2a01ba14580225a76c2a19acb03dfe5b23b281f8144664b80f1895,95172aea4b354d99,0.0
1f0c721592f46264ef5bdd256f654c99,df99b58329864b60b0facdaf5cf7f96b,83,Hurricane Ida,20210901-Cocodrie-1.geo.tif,major damage,2,train,21389,2585,21892,3091,True,True,True,excluded,train_pool,orthomosaic::20210901-Cocodrie-1.geo.tif,orthomosaic_surrogate::20210901-Cocodrie-1.geo.tif,orthomosaic_surrogate::20210901-Cocodrie-1.geo.tif,exact_group_0045,phash_group_0045,862feb47741a76d53638fec02a58e161e544a6e281b5cfaeec13bcbc55270162,c5ec05e23e017ab7,0.0
1f5695b3a06664a841c0547a89169175,a253525ca77e4091828ad1bab2f943a2,150,Hurricane Ian,1001-San-Carlos-Island.geo.tif,major damage,2,train,3680,6320,4273,6806,False,True,True,train_pool,excluded,orthomosaic::1001-San-Carlos-Island.geo.tif,orthomosaic_surrogate::1001-San-Carlos-Island.geo.tif,orthomosaic_surrogate::1001-San-Carlos-Island.geo.tif,exact_group_0046,phash_group_0046,e924fbc826510510da4387667de6d34b6114bf09ad0fa96d7fe79965759f4227,b5654abb17427266,0.0
20132051024cb7242b6df9201df2f674,601abb2d9f5e426a95fbdf6398e8ae3f,417,Hurricane Ian,1001-San-Carlos-Island.geo.tif,minor damage,1,train,4275,7510,4831,8088,False,False,True,train_pool,excluded,orthomosaic::1001-San-Carlos-Island.geo.tif,orthomosaic_surrogate::1001-San-Carlos-Island.geo.tif,orthomosaic_surrogate::1001-San-Carlos-Island.geo.tif,exact_group_0047,phash_group_0047,f307b86af27cf4ddedfcb855cbfb73d6bc4239dd19203f40d91c73080453d2ed,9535f8977813682d,0.0
208d3165c023ea8b489ab91077e435cc,dc214c9ce54a4800bdf46646b77274ab,282,Hurricane Ian,1001-San-Carlos-Island.geo.tif,minor damage,1,train,26291,21552,26661,21786,False,False,True,train_pool,excluded,orthomosaic::1001-San-Carlos-Island.geo.tif,orthomosaic_surrogate::1001-San-Carlos-Island.geo.tif,orthomosaic_surrogate::1001-San-Carlos-Island.geo.tif,exact_group_0048,phash_group_0048,a3ca99cd69cf200bf2de0006fe20467ee30d05a7de9cc84a1c8758d98667438a,d6146be3071db934,0.0
22002beba3b9c7e62938cc917187bc50,e0dc6d0ea4074efc869d8ef0f95e2abb,419,Hurricane Ian,1001-San-Carlos-Island.geo.tif,major damage,2,val,4728,8642,5149,9101,False,False,False,excluded,evaluation,orthomosaic::1001-San-Carlos-Island.geo.tif,orthomosaic_surrogate::1001-San-Carlos-Island.geo.tif,orthomosaic_surrogate::1001-San-Carlos-Island.geo.tif,exact_group_0049,phash_group_0049,7aaf070eebd1639618c70c9c1968fa6f1e7d3550ef39278c1958907453e7e8fc,95b44a936c99766c,0.0
22c73b78b27509c08b57172d0bed3916,865c1ad021444450b268c352ddffbc41,40,Hurricane Ida,20210901-Cocodrie-1.geo.tif,major damage,2,train,18199,17456,18740,17745,False,True,True,excluded,train_pool,orthomosaic::20210901-Cocodrie-1.geo.tif,orthomosaic_surrogate::20210901-Cocodrie-1.geo.tif,orthomosaic_surrogate::20210901-Cocodrie-1.geo.tif,exact_group_0050,phash_group_0050,af8111185cd4c6050e8fc01e33e75c7342417ddcac79dfd91d0441aff35434b0,fdea03152a00f4fe,0.0
