sample_id,building_id,record_index,role,official_source_split,event,orthomosaic,label,class_id,in_fixed_train_30pct,in_fixed_evaluation_30pct,polygon_min_x,polygon_min_y,polygon_max_x,polygon_max_y,orthomosaic_group,flight_group,sequence_group,exact_duplicate_group,perceptual_duplicate_group,exact_hash_sha256,phash64,polygon_alpha_invalid_fraction,selection_rank_within_orthomosaic_class,eligible_count_within_orthomosaic_class,selected_count_within_orthomosaic_class
03e67100e316c707e2726a79571c4667,4abbb6dde2e2475facb6174a44fbf7f7,147,evaluation,Train,Hurricane Ian,1002-Ft-Myers-Beach-TFD.geo.tif,no damage,0,False,True,21296,11251,21967,11930,orthomosaic::1002-Ft-Myers-Beach-TFD.geo.tif,orthomosaic_surrogate::1002-Ft-Myers-Beach-TFD.geo.tif,orthomosaic_surrogate::1002-Ft-Myers-Beach-TFD.geo.tif,exact_group_0011,phash_group_0011,14ba63e9ea3c66ce2ec35f3f0694b5190847f0b49d114f363f0721d4fbc3dc5d,d42e5ae860a0b77b,0.0,86,359,108
040d79b97599fe28853a8b915721a1a1,9b93a762a91f4e579485c4f3204116d6,129,evaluation,Train,Hurricane Ida,20210902-LA-DIV-01.geo.tif,minor damage,1,False,True,36044,25366,36691,26102,orthomosaic::20210902-LA-DIV-01.geo.tif,orthomosaic_surrogate::20210902-LA-DIV-01.geo.tif,orthomosaic_surrogate::20210902-LA-DIV-01.geo.tif,exact_group_0012,phash_group_0012,84733d2d226fb75ad306be86b0f333c4bade6074fb1a366e49d826851f6db6e2,c0d8b3e14eec698b,0.0,8,100,30
045868bc0eea706bf84102cd3e7d8ece,5e9f25b1c3bb4f98b2cdc27d90f981f8,407,evaluation,Train,Hurricane Ian,1002-Ft-Myers-Beach-TFD.geo.tif,minor damage,1,False,True,44312,41540,44970,42196,orthomosaic::1002-Ft-Myers-Beach-TFD.geo.tif,orthomosaic_surrogate::1002-Ft-Myers-Beach-TFD.geo.tif,orthomosaic_surrogate::1002-Ft-Myers-Beach-TFD.geo.tif,exact_group_0013,phash_group_0013,c77e41cb3f38265be75429db9385446822b41204edac08a0df0d4e5c75dbad52,ef14e6e7070cf80c,0.0,43,203,61
0495e5a181b463d83de0d9d8deff4e67,89bf950e89454d4789c6967512a8d4ac,584,evaluation,Train,Hurricane Ian,1002-Ft-Myers-Beach-TFD.geo.tif,no damage,0,False,True,54002,37658,54410,38137,orthomosaic::1002-Ft-Myers-Beach-TFD.geo.tif,orthomosaic_surrogate::1002-Ft-Myers-Beach-TFD.geo.tif,orthomosaic_surrogate::1002-Ft-Myers-Beach-TFD.geo.tif,exact_group_0014,phash_group_0014,809896d4db79488cca49bcff6fd04b40caa583812c3aa021edfa099f4a2b7005,9587549778c33c87,0.0,10,359,108
05bad69af965c1e1d5af6eed3040e794,2b12dec5ce644ee4a075941d2c010380,727,evaluation,Train,Hurricane Ian,1002-Ft-Myers-Beach-TFD.geo.tif,destroyed,3,False,True,9013,12754,9635,13389,orthomosaic::1002-Ft-Myers-Beach-TFD.geo.tif,orthomosaic_surrogate::1002-Ft-Myers-Beach-TFD.geo.tif,orthomosaic_surrogate::1002-Ft-Myers-Beach-TFD.geo.tif,exact_group_0015,phash_group_0015,52ea904079d1bf36c22f8676470a8efdfc8162ab263cc5a131afc275b725824d,b5e9748547b4cc16,0.0,41,148,44
077278cf5b35789eb484f73993c7e0b7,09788bf0110845329748dd052a136137,569,evaluation,Train,Hurricane Ian,1002-Ft-Myers-Beach-TFD.geo.tif,destroyed,3,False,True,52237,52333,52936,53010,orthomosaic::1002-Ft-Myers-Beach-TFD.geo.tif,orthomosaic_surrogate::1002-Ft-Myers-Beach-TFD.geo.tif,orthomosaic_surrogate::1002-Ft-Myers-Beach-TFD.geo.tif,exact_group_0016,phash_group_0016,d6ab8c419e3c2989dbb4bb72163348127055fd1642caa404e7cb9c53446fd3bc,829529deb5eb1689,0.0,44,148,44
07b805569dd5828409ce84b8db937347,b1ad2b52f50546878eaffc408bb26c20,114,evaluation,Train,Hurricane Ian,1002-Ft-Myers-Beach-TFD.geo.tif,minor damage,1,False,True,18456,11760,19130,12480,orthomosaic::1002-Ft-Myers-Beach-TFD.geo.tif,orthomosaic_surrogate::1002-Ft-Myers-Beach-TFD.geo.tif,orthomosaic_surrogate::1002-Ft-Myers-Beach-TFD.geo.tif,exact_group_0017,phash_group_0017,94907c75274f29bd133df52f6174181667aa23e8762c94e56a057981a2c88bbd,85144fde4d187cf8,0.0,41,203,61
07c1e08197eaab9d10d16f6959d7ac8b,71034da4167f4bae95b0e648627064e6,688,evaluation,Train,Hurricane Ian,1002-Ft-Myers-Beach-TFD.geo.tif,no damage,0,False,True,60201,45631,60748,46139,orthomosaic::1002-Ft-Myers-Beach-TFD.geo.tif,orthomosaic_surrogate::1002-Ft-Myers-Beach-TFD.geo.tif,orthomosaic_surrogate::1002-Ft-Myers-Beach-TFD.geo.tif,exact_group_0018,phash_group_0018,ab9928847afd3ceeb3afd4b6193b4287259e982919e1e36e450ad700871d1fef,9fb67a17207840ed,0.0,22,359,108
0871b81176e98c0b0733d3cd703d4d53,0cf86620f95143839a37218953838121,43,train,Train,Hurricane Ian,1001-San-Carlos-Island.geo.tif,minor damage,1,True,False,13223,22277,13541,22460,orthomosaic::1001-San-Carlos-Island.geo.tif,orthomosaic_surrogate::1001-San-Carlos-Island.geo.tif,orthomosaic_surrogate::1001-San-Carlos-Island.geo.tif,exact_group_0019,phash_group_0019,3170b3e359cd9eab00866872f0033324f665c477e985fef37508ece2bd4974bb,d5302abf6bc2e035,0.0,,,
09bd64abd104718439ce38bd3e9f7b6f,6d261bb073084fdd8e205a402c27e309,191,evaluation,Train,Hurricane Ian,1002-Ft-Myers-Beach-TFD.geo.tif,major damage,2,False,True,29225,23078,29717,23628,orthomosaic::1002-Ft-Myers-Beach-TFD.geo.tif,orthomosaic_surrogate::1002-Ft-Myers-Beach-TFD.geo.tif,orthomosaic_surrogate::1002-Ft-Myers-Beach-TFD.geo.tif,exact_group_0020,phash_group_0020,64e5e8769f91674e95d852d04cf1c38e4d9c5aeca9874f08454b611552be98ef,94997a70f11b49f2,0.0,4,51,15
0a1c26cc54116be6432908a8b66abcd2,b24ae212970c470390d655208babc923,84,train,Train,Hurricane Ida,20210901-Cocodrie-1.geo.tif,no damage,0,True,False,20491,3808,21024,4333,orthomosaic::20210901-Cocodrie-1.geo.tif,orthomosaic_surrogate::20210901-Cocodrie-1.geo.tif,orthomosaic_surrogate::20210901-Cocodrie-1.geo.tif,exact_group_0021,phash_group_0021,22744f998510b77bb7f93ac4f160bfe69a309e003ab7b61b66963cebc430753c,c2272dfb3481789b,0.0,,,
0a34d1843ee9fbe1d1418ccaeabd1325,374e652e0e62459fa4cf3720e6e3a872,308,train,Train,Hurricane Ian,1001-San-Carlos-Island.geo.tif,destroyed,3,True,False,26705,14018,27087,14319,orthomosaic::1001-San-Carlos-Island.geo.tif,orthomosaic_surrogate::1001-San-Carlos-Island.geo.tif,orthomosaic_surrogate::1001-San-Carlos-Island.geo.tif,exact_group_0022,phash_group_0022,4348f78907e7b6275bb27057f7b80f1918833f4bad75d79ede2f1308c32dc729,cbb76de8394c3209,0.0,,,
0a5c314dea704140cdeaaafcf78bd94a,90b5780174cb49d4bb5b5b092db4dfdc,17,evaluation,Train,Hurricane Ian,1002-Ft-Myers-Beach-TFD.geo.tif,destroyed,3,False,True,13358,15576,13911,16113,orthomosaic::1002-Ft-Myers-Beach-TFD.geo.tif,orthomosaic_surrogate::1002-Ft-Myers-Beach-TFD.geo.tif,orthomosaic_surrogate::1002-Ft-Myers-Beach-TFD.geo.tif,exact_group_0023,phash_group_0023,558c721edf7b65930d2102eb7a8f43c40faf82336770e1389e8e7fe70dc52fb4,d6b560d975d43cc0,0.0,10,148,44
0a6a85831455dc4e7b49e4624f55c7ce,59b292bb6ac844c69911aa6f08a0006f,617,evaluation,Train,Hurricane Ian,1002-Ft-Myers-Beach-TFD.geo.tif,minor damage,1,False,True,54876,47440,55567,48058,orthomosaic::1002-Ft-Myers-Beach-TFD.geo.tif,orthomosaic_surrogate::1002-Ft-Myers-Beach-TFD.geo.tif,orthomosaic_surrogate::1002-Ft-Myers-Beach-TFD.geo.tif,exact_group_0024,phash_group_0024,b49e13cdb4f45ec703baa633110184d7a0c0e716b0117966db33626527d72cf1,ff2872c90ad72712,0.0,48,203,61
0c8510ca9eb35ff82a46c025b6c0c9fc,bac59d35e995455d801affd6918b4bba,169,evaluation,Train,Hurricane Ian,1002-Ft-Myers-Beach-TFD.geo.tif,minor damage,1,False,True,20530,20981,21229,21666,orthomosaic::1002-Ft-Myers-Beach-TFD.geo.tif,orthomosaic_surrogate::1002-Ft-Myers-Beach-TFD.geo.tif,orthomosaic_surrogate::1002-Ft-Myers-Beach-TFD.geo.tif,exact_group_0025,phash_group_0025,3a5de3105b5a3547752f3a24eaed65110a85fbc021dfb8f7e9158e79ddd72ef0,f056c7c60e4e7cc4,0.0,14,203,61
0cb3aa954be89fb0d997ae9754843d19,af862b4d28db486da13e2585122a8dba,447,train,Train,Hurricane Ian,1001-San-Carlos-Island.geo.tif,no damage,0,True,False,7350,8219,7831,8689,orthomosaic::1001-San-Carlos-Island.geo.tif,orthomosaic_surrogate::1001-San-Carlos-Island.geo.tif,orthomosaic_surrogate::1001-San-Carlos-Island.geo.tif,exact_group_0026,phash_group_0026,4cd3cc4cbe56f0845886db7858668b4a191d7d26236c98c3b3d2bfe5fc8b8489,81af6f7e6caa7010,0.0,,,
0d57e11c11401ae4e97a7dc6d60a90a7,f50d4854a21b435ebe197ceb4cbcd7c5,197,evaluation,Train,Hurricane Ian,1002-Ft-Myers-Beach-TFD.geo.tif,destroyed,3,False,True,27050,26317,27728,27053,orthomosaic::1002-Ft-Myers-Beach-TFD.geo.tif,orthomosaic_surrogate::1002-Ft-Myers-Beach-TFD.geo.tif,orthomosaic_surrogate::1002-Ft-Myers-Beach-TFD.geo.tif,exact_group_0027,phash_group_0027,030531f5a5d695310bbfcb530625170d75666882ee469c1449d445e89d154e4f,851fe6f8eec801c5,0.0,28,148,44
0d6315f17dd8f61f02c2136d3ecaba49,6a567b59128f43669435abd3bf3c5c6b,303,evaluation,Train,Hurricane Ida,20210902-LA-DIV-01.geo.tif,minor damage,1,False,True,7889,55117,8611,55908,orthomosaic::20210902-LA-DIV-01.geo.tif,orthomosaic_surrogate::20210902-LA-DIV-01.geo.tif,orthomosaic_surrogate::20210902-LA-DIV-01.geo.tif,exact_group_0028,phash_group_0028,36dcf3eaf7975ff1ab947b022ab2f6b806ab2578d16b96d59edcd39b119cb857,d41e4f4ca5b13273,0.0,7,100,30
0d7ea6d28ad498c4475c0c9eb621cfbd,d47d61eee6ff4457b1117aa0eea2cc86,379,evaluation,Train,Hurricane Ian,1002-Ft-Myers-Beach-TFD.geo.tif,no damage,0,False,True,42961,42510,43467,43018,orthomosaic::1002-Ft-Myers-Beach-TFD.geo.tif,orthomosaic_surrogate::1002-Ft-Myers-Beach-TFD.geo.tif,orthomosaic_surrogate::1002-Ft-Myers-Beach-TFD.geo.tif,exact_group_0029,phash_group_0029,195af1e266a7dd1e907aac4d1b0a34e5aa627cb36feaef43d7413c1a401f242d,f8346bd364c8b18b,0.0,49,359,108
0d823e616f2f53b90e5f9e9ae90d8dcc,877d52a65ab7449aa6f9f84d9de8a1e3,638,evaluation,Train,Hurricane Ian,1002-Ft-Myers-Beach-TFD.geo.tif,destroyed,3,False,True,6164,13583,6723,14213,orthomosaic::1002-Ft-Myers-Beach-TFD.geo.tif,orthomosaic_surrogate::1002-Ft-Myers-Beach-TFD.geo.tif,orthomosaic_surrogate::1002-Ft-Myers-Beach-TFD.geo.tif,exact_group_0030,phash_group_0030,701b93746895030d95c79088e1b77c7e6711b71f6e4c4cfb29f735798395692e,c5968ca11b670f3e,0.0,30,148,44
0d90117a870f840632f4212bfc4e6708,4e1df6dd761548ce9642a9ca8804344a,562,train,Train,Hurricane Ian,1001-San-Carlos-Island.geo.tif,minor damage,1,True,False,25890,18431,26318,18745,orthomosaic::1001-San-Carlos-Island.geo.tif,orthomosaic_surrogate::1001-San-Carlos-Island.geo.tif,orthomosaic_surrogate::1001-San-Carlos-Island.geo.tif,exact_group_0031,phash_group_0031,9d37231d9ab9d551a78ff96afe11833caa743554792edf7bbf54db79c9c9a07f,85b76a401c1f72b7,0.0,,,
0dc18373d79d2ee6db282f59f069e342,a89b92fa58814c5ca7276476c32379eb,301,evaluation,Train,Hurricane Ian,1002-Ft-Myers-Beach-TFD.geo.tif,no damage,0,False,True,37887,31759,38618,32491,orthomosaic::1002-Ft-Myers-Beach-TFD.geo.tif,orthomosaic_surrogate::1002-Ft-Myers-Beach-TFD.geo.tif,orthomosaic_surrogate::1002-Ft-Myers-Beach-TFD.geo.tif,exact_group_0032,phash_group_0032,cee91a7eb9fc44f74f4c195960640809d8f6c9d7599f2d3732e380abd27e3f87,9f2178d7e90e60cc,0.0,7,359,108
0ded75b68bd90da14a42e9e14f3df24e,0c0b913b20ef483c8c0208414c6cfd0f,347,evaluation,Train,Hurricane Ida,20210902-LA-DIV-01.geo.tif,minor damage,1,False,True,10574,58858,10992,59273,orthomosaic::20210902-LA-DIV-01.geo.tif,orthomosaic_surrogate::20210902-LA-DIV-01.geo.tif,orthomosaic_surrogate::20210902-LA-DIV-01.geo.tif,exact_group_0033,phash_group_0033,93e615d44d28d4987e7b0c374f00a17bfb5513254685c06893c25968d8f01fc3,ccd3320e4bfa7c05,0.0,6,100,30
0e3bdf064d773b7a351c3183f6a407bb,fd21839cdb4d4af8ba0466f51630b5a1,249,evaluation,Train,Hurricane Ian,1002-Ft-Myers-Beach-TFD.geo.tif,major damage,2,False,True,32100,28087,32952,28801,orthomosaic::1002-Ft-Myers-Beach-TFD.geo.tif,orthomosaic_surrogate::1002-Ft-Myers-Beach-TFD.geo.tif,orthomosaic_surrogate::1002-Ft-Myers-Beach-TFD.geo.tif,exact_group_0034,phash_group_0034,3ce8db5b414fd4cd0402ca620fdb3b8df0dfe7d1a8e68bb5f046e603f2616e6d,b3bd41c04dc33e56,0.0,15,51,15
0eb2e2b285a89d69ce575ca3adf09ba0,15dd3091cca84cd096df91e2949be1ab,539,train,Train,Hurricane Ian,1001-San-Carlos-Island.geo.tif,minor damage,1,True,False,8568,8818,9011,9377,orthomosaic::1001-San-Carlos-Island.geo.tif,orthomosaic_surrogate::1001-San-Carlos-Island.geo.tif,orthomosaic_surrogate::1001-San-Carlos-Island.geo.tif,exact_group_0035,phash_group_0035,90c5698ac1e0aa2a8ec0bb4e584602f1543426d8e62be190850efab209e72680,d0b06c497ccf3cc6,0.0,,,
0edfa0b25ae46bca5ed0583b619c9761,7d73135b322445218e0080eaa101c592,97,train,Train,Hurricane Ida,20210901-Cocodrie-1.geo.tif,major damage,2,True,False,21652,4046,22223,4539,orthomosaic::20210901-Cocodrie-1.geo.tif,orthomosaic_surrogate::20210901-Cocodrie-1.geo.tif,orthomosaic_surrogate::20210901-Cocodrie-1.geo.tif,exact_group_0036,phash_group_0036,90467a71f974918817d4f64023a4a33c26ba0a1e594bb95e6529cb2939e008d6,d2e93f84633a0f32,0.0,,,
0ee72490289a4535959fe0f2fd58f001,ed6a1926c66d4e0f93b9187a9fe5b933,38,evaluation,Train,Hurricane Ian,1002-Ft-Myers-Beach-TFD.geo.tif,minor damage,1,False,True,12494,6390,12984,6886,orthomosaic::1002-Ft-Myers-Beach-TFD.geo.tif,orthomosaic_surrogate::1002-Ft-Myers-Beach-TFD.geo.tif,orthomosaic_surrogate::1002-Ft-Myers-Beach-TFD.geo.tif,exact_group_0037,phash_group_0037,877d322d36a52c2349643c94bf13250a7f8b59b841a546a1c555214a378ebf1e,9cd27a3a28abe169,0.0,30,203,61
0efc2b9de67c08f382148a620b370ea2,bdfc6b21ce2849f78ece5f6a1aa71f68,333,train,Train,Hurricane Ian,1001-San-Carlos-Island.geo.tif,minor damage,1,True,False,25925,16944,26403,17307,orthomosaic::1001-San-Carlos-Island.geo.tif,orthomosaic_surrogate::1001-San-Carlos-Island.geo.tif,orthomosaic_surrogate::1001-San-Carlos-Island.geo.tif,exact_group_0038,phash_group_0038,e7389d3123cfcaddd8b316ea05b2dbbfafc3509875394d87ff4d46a41b80192d,a41f7be053610f1b,0.0,,,
0f25cadbf569104a63423ad6591d13a9,91152d9937e1461da9088a1c14cf493f,5,train,Train,Hurricane Ida,20210901-Cocodrie-1.geo.tif,no damage,0,True,False,13836,25850,14225,26484,orthomosaic::20210901-Cocodrie-1.geo.tif,orthomosaic_surrogate::20210901-Cocodrie-1.geo.tif,orthomosaic_surrogate::20210901-Cocodrie-1.geo.tif,exact_group_0039,phash_group_0039,e8a04c2caef8ac9b13dde739f113f6598d456badf87c115ef17152f0d04dc91d,c39870699b6a719b,0.0,,,
105b17469b422c65bd69ef66b4976710,86041bb193a444288f8d7a2b89048239,336,evaluation,Train,Hurricane Ian,1002-Ft-Myers-Beach-TFD.geo.tif,destroyed,3,False,True,4882,12932,5596,13469,orthomosaic::1002-Ft-Myers-Beach-TFD.geo.tif,orthomosaic_surrogate::1002-Ft-Myers-Beach-TFD.geo.tif,orthomosaic_surrogate::1002-Ft-Myers-Beach-TFD.geo.tif,exact_group_0040,phash_group_0040,fd5146a4128a84245446037a6b49b00ed4fc3afeda1e1697204bf89076ffbcf3,960c40e13f5e7de2,0.0,2,148,44
1170373d363709e027c4fd7e0999bef5,92bc390d167f4947a919819b21a94ecc,131,evaluation,Train,Hurricane Ida,20210902-LA-DIV-01.geo.tif,minor damage,1,False,True,33892,31784,34769,32664,orthomosaic::20210902-LA-DIV-01.geo.tif,orthomosaic_surrogate::20210902-LA-DIV-01.geo.tif,orthomosaic_surrogate::20210902-LA-DIV-01.geo.tif,exact_group_0041,phash_group_0041,c80f9e006e74c841f561e6cb83e8349aab308bbe38461a65ce2fc940f07b8592,947839e1b1a7a61e,0.0,29,100,30
117a75bef34375be7e42e77fdefe57fb,a748bdb0ccf04a3b950b3c3aed0b5969,236,train,Train,Hurricane Ian,1001-San-Carlos-Island.geo.tif,no damage,0,True,False,24796,16410,25196,16722,orthomosaic::1001-San-Carlos-Island.geo.tif,orthomosaic_surrogate::1001-San-Carlos-Island.geo.tif,orthomosaic_surrogate::1001-San-Carlos-Island.geo.tif,exact_group_0042,phash_group_0042,3a636cc2849974255af043b124ea521c698bc64e3eb2a5ebfa7a84c49f7e140e,851e7ae20be51f31,0.0,,,
11bb2c880eb44381f50c1ce06404fd8b,4e9a57c0e4794cebae39c5d669ef13bc,490,train,Train,Hurricane Ian,1001-San-Carlos-Island.geo.tif,no damage,0,True,False,7995,15036,8532,15425,orthomosaic::1001-San-Carlos-Island.geo.tif,orthomosaic_surrogate::1001-San-Carlos-Island.geo.tif,orthomosaic_surrogate::1001-San-Carlos-Island.geo.tif,exact_group_0043,phash_group_0043,10154e353b9f01559d96878cb62be46e9180f8f17b6c25a814bb91a186c3e8de,a02d7ad707581f74,0.0,,,
121623097656bf9e75301e0d2e7c2d10,25b6353543804009a8162be70b134aa8,631,evaluation,Train,Hurricane Ian,1002-Ft-Myers-Beach-TFD.geo.tif,no damage,0,False,True,57647,42442,58213,42913,orthomosaic::1002-Ft-Myers-Beach-TFD.geo.tif,orthomosaic_surrogate::1002-Ft-Myers-Beach-TFD.geo.tif,orthomosaic_surrogate::1002-Ft-Myers-Beach-TFD.geo.tif,exact_group_0044,phash_group_0044,3a9167d04e38a97f5be85cb42bd6ccdd930ee64fb23a34013edc4f68e1c52a23,80157f9d7fc062e2,0.0,33,359,108
1277cbadbd4ae34cae2c1ff2cffaaccf,e32db07226a448788afa42740caac0e4,24,train,Train,Hurricane Ida,20210901-Cocodrie-1.geo.tif,minor damage,1,True,False,17381,13661,18194,14142,orthomosaic::20210901-Cocodrie-1.geo.tif,orthomosaic_surrogate::20210901-Cocodrie-1.geo.tif,orthomosaic_surrogate::20210901-Cocodrie-1.geo.tif,exact_group_0045,phash_group_0045,403dca162b04b23d1305c83c1d99e68d9047b88ad75c21d0c11080071e8eac14,cb67359840e1b557,0.0,,,
127bfb40a409ad82d90a86dada01105b,f66fe3840581498cbe4351eded0f7675,112,evaluation,Train,Hurricane Ian,1002-Ft-Myers-Beach-TFD.geo.tif,minor damage,1,False,True,17683,12475,18368,13161,orthomosaic::1002-Ft-Myers-Beach-TFD.geo.tif,orthomosaic_surrogate::1002-Ft-Myers-Beach-TFD.geo.tif,orthomosaic_surrogate::1002-Ft-Myers-Beach-TFD.geo.tif,exact_group_0046,phash_group_0046,6264f97019bb0893ffc6ccf2fb5aad52c8f130718761087618cebf3c6f799b04,983a5a20a3abe5f5,0.0,10,203,61
12c01a032d6476874fc060e931bd3338,c1c4f458df4847019c397adc4c67fb0f,180,train,Train,Hurricane Ian,1001-San-Carlos-Island.geo.tif,no damage,0,True,False,23087,20132,23325,20617,orthomosaic::1001-San-Carlos-Island.geo.tif,orthomosaic_surrogate::1001-San-Carlos-Island.geo.tif,orthomosaic_surrogate::1001-San-Carlos-Island.geo.tif,exact_group_0047,phash_group_0047,9a163ed8b2b8f26f2398b255b2d2889b34d6fa9913b910fed502d8da54a2e340,cb3239326d363933,0.0,,,
12c2eb34db1775ed3aea5ec476e1d523,73b8fda9b36044968f97ffb3fbc90f73,17,evaluation,Train,Hurricane Ida,20210902-LA-DIV-01.geo.tif,major damage,2,False,True,14683,60021,15345,60669,orthomosaic::20210902-LA-DIV-01.geo.tif,orthomosaic_surrogate::20210902-LA-DIV-01.geo.tif,orthomosaic_surrogate::20210902-LA-DIV-01.geo.tif,exact_group_0048,phash_group_0048,8f2527608b4e14a7f38565fe0cb1011b488beb135f096647661f851b8f272180,9ad62d4936f07872,0.0,17,116,35
